SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE
ABB,ABB India Limited,EQ,Agm/Div-Rs.2/- Per Share,2,03-May-10,-,05-May-10,11-May-10
RALLIS,Rallis India Limited,EQ,Agm/Div-Rs.10/- Per Share,1,03-May-10,-,05-May-10,07-May-10
INDNIPPON,India Nippon Electricals Limited,EQ,2nd Int Div-Rs.4/- Pr Shrpurpose Revised,5,03-May-10,04-May-10,-,-
MARICO,Marico Limited,EQ,2nd Int Div-Re.0.36 Pr Shpurpose Revised,1,03-May-10,04-May-10,-,-
PERSISTENT,Persistent Systems Limited,EQ,Int Div-Rs.1.50 Per Share,5,03-May-10,-,05-May-10,05-May-10
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,Agm/Div-Re.0.375 Pr Share,1,04-May-10,-,06-May-10,12-May-10
VIPUL,Vipul Limited,EQ,Fv Split Rs.2/- To Re.1/-,1,04-May-10,05-May-10,-,-
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,Int Div Rs.1/- Per Share,2,05-May-10,06-May-10,-,-
GDL,Gateway Distriparks Limited,EQ,2nd Int Div-Rs.1.50 Pr Sh,10,05-May-10,06-May-10,-,-
WELCORP,Welspun Corp Limited,EQ,Dividend-Rs.2/- Per Share,5,05-May-10,-,07-May-10,11-May-10
PANORAMUNI,Panoramic Universal Limited,EQ,Int Div-Rs.2.50 Per Share,5,05-May-10,06-May-10,-,-
HEIDELBERG,HeidelbergCement India Limited,EQ,Annual General Meeting,10,05-May-10,-,07-May-10,11-May-10
PSL,PSL Limited,EQ,Int Div-Rs.2.50 Per Sharepurpose Revised,10,06-May-10,07-May-10,-,-
CYIENT,Cyient Limited,EQ,Agm/Div-Rs.2/- Per Share,5,06-May-10,-,10-May-10,12-May-10
ENGINERSIN,Engineers India Limited,EQ,Fv Spl-Rs10tors5/Bon-2:1,5,06-May-10,07-May-10,-,-
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,Dividend-Rs.10/- Pr Share,2,06-May-10,-,08-May-10,20-May-10
BATAINDIA,Bata India Limited,EQ,Agm/Div-Rs.3/- Per Share,5,06-May-10,-,08-May-10,27-May-10
GUJNRECOKE,Gujarat NRE Coke Limited,EQ,Bonus 1 Dvr : 10 Eq Share,10,06-May-10,07-May-10,-,-
GREAVESCOT,Greaves Cotton Limited,EQ,3rd Int Div-Rs.2/- Pr Shr,2,06-May-10,07-May-10,-,-
RSYSTEMS,R Systems International Limited,EQ,Agm/Div-Rs.2.40 Per Share,1,07-May-10,-,11-May-10,20-May-10
HCL-INSYS,HCL Infosystems Limited,EQ,Int Div-Rs.2/- Per Share,2,07-May-10,10-May-10,-,-
RELIANCE,Reliance Industries Limited,EQ,Dividend Rs 7 Per Share,10,10-May-10,-,12-May-10,19-May-10
GENESYS,Genesys International Corporation Limited,EQ,Int Div-Re.1/- Per Share,5,10-May-10,11-May-10,-,-
ELGIEQUIP,Elgi Equipments Limited,EQ,Int Div-Rs.1.25 Per Share,1,10-May-10,11-May-10,-,-
HIKAL,Hikal Limited,EQ,Interim Dividend Rs 4/- Per Share,2,11-May-10,12-May-10,-,-
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ,Dividend-Rs.4.50 Per Share (Purpose Revised),10,11-May-10,-,13-May-10,20-May-10
ALLCARGO,Allcargo Logistics Limited,EQ,Agm/Div-Re.0.50 Per Share,2,12-May-10,-,14-May-10,20-May-10
KANSAINER,Kansai Nerolac Paints Limited,EQ,Annual General Meeting And Dividend Rs.15/- Per Share,1,12-May-10,-,14-May-10,14-May-10
ALBK,Allahabad Bank,EQ,Agm/Dividend Rs 5.50 Per Share/ Election Of  Director,10,13-May-10,-,15-May-10,10-Jun-10
ISFT,Intrasoft Technologies Limited,EQ,Interim Dividend-Re.0.75 Per Share,10,13-May-10,14-May-10,-,-
KESARENT,Kesar Enterprises Limited,EQ,Scheme Of Arrangement,10,13-May-10,14-May-10,-,-
BOSCHLTD,Bosch Limited,EQ,Agm/Div-Rs.30/- Per Share,10,13-May-10,-,15-May-10,28-May-10
LINDEINDIA,Linde India Limited,EQ,Agm/Div-Rs.1.50 Per Share,10,14-May-10,-,18-May-10,24-May-10
UNICHEMLAB,Unichem Laboratories Limited,EQ,2nd Interim Dividend-Rs.7/- Per Share (Purpose Revised),2,14-May-10,17-May-10,-,-
FOSECOIND,Foseco India Limited,EQ,Int Div-Re.1/- Per Share,10,14-May-10,17-May-10,-,-
KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,Face Value Split From Rs.10/- To Rs.5/-,5,17-May-10,18-May-10,-,-
JKIL,J.Kumar Infraprojects Limited,EQ,Interim Dividend Rs.2.25 Per Share,5,18-May-10,19-May-10,-,-
TRIVENI,Triveni Engineering & Industries Limited,EQ,Interim Dividend-Re.0.40 Per Share,1,18-May-10,19-May-10,-,-
SEINVEST,S.E. Investments Limited,EQ,Bonus 3:1,1,18-May-10,19-May-10,-,-
STER,Sterlite Industries ( India ) Limited,EQ,Dividend-Rs.3.75 Per Share,1,19-May-10,-,21-May-10,21-May-10
RELINFRA,Reliance Infrastructure Limited,EQ,Interim Dividend-Rs.7.10 Per Share (Purpose Revised),10,19-May-10,20-May-10,-,-
DICIND,DIC India Limited,EQ,Dividend-Rs.4/- Per Share,10,20-May-10,-,24-May-10,02-Jun-10
IVRCLAH,IVRCL Assets & Holdings Limited,EQ,Bonus 1:2,10,20-May-10,21-May-10,-,-
XLENERGY,XL Energy Limited,EQ,Annual General Meeting,10,20-May-10,-,22-May-10,26-May-10
AXISBANK,Axis Bank Limited,EQ,Agm/Div-Rs.12/- Per Share,2,20-May-10,-,24-May-10,08-Jun-10
OILCOUNTUB,Oil Country Tubular Limited,EQ,Dividend-Rs.2/- Per Share,10,20-May-10,-,24-May-10,26-May-10
SANDESH,The Sandesh Limited,EQ,Agm/Div-Rs.3/- Per Share,10,20-May-10,-,22-May-10,27-May-10
DCBBANK,DCB Bank Limited,EQ,Annual General Meeting,10,21-May-10,-,25-May-10,01-Jun-10
STAR,Strides Pharma Science Limited,EQ,Annual General Meeting And Dividend Rs.1.50 Per Share,10,21-May-10,-,25-May-10,31-May-10
ORBITCORP,Orbit Corporation Limited,EQ,Annual General Meeting And Final Dividend Re.1.50 Per Share,10,25-May-10,-,27-May-10,27-May-10
IOB,Indian Overseas Bank,EQ,Dividend-Rs.3.50 Pr Share,10,26-May-10,-,29-May-10,04-Jun-10
ECEIND,ECE Industries Limited,EQ,Rights 1:1 @ Premium Rs.90/-,10,26-May-10,28-May-10,-,-
GRASIM,Grasim Industries Limited,EQ,Scheme Of Arrangement,2,26-May-10,28-May-10,-,-
RAYMOND,Raymond Limited,EQ,Annual General Meeting,10,26-May-10,-,29-May-10,15-Jun-10
ESABINDIA,Esab India Limited,EQ,Interim Dividend-Rs.10/- Per Share,10,26-May-10,28-May-10,-,-
INFY,Infosys Limited,EQ,Agm/Div-Rs.15/- Per Share,5,26-May-10,-,29-May-10,12-Jun-10
HCC,Hindustan Construction Company Limited,EQ,Agm/Dividend Re.0.80 Per Share,1,28-May-10,-,01-Jun-10,11-Jun-10
SARDAEN,Sarda Energy & Minerals Limited,EQ,Dividend-Rs.3/- Per Share,1,28-May-10,-,01-Jun-10,05-Jun-10
PNBGILTS,PNB Gilts Limited,EQ,Annual General Meeting And Final Dividend Re.1/- Per Share,10,28-May-10,-,01-Jun-10,08-Jun-10
DEEPENR,DEEP ENERGY RESOURCES LIMITED,EQ,Agm/Div-Re.0.50 Per Share,10,31-May-10,-,02-Jun-10,08-Jun-10
RAIN,Rain Industries Limited,EQ,Agm/Div-Rs.3.70 Per Share,2,31-May-10,-,02-Jun-10,07-Jun-10
SURANAIND,Surana Industries Limited,EQ,Annual General Meeting And Dividend Rs.1.50 Per Share,10,01-Jun-10,-,03-Jun-10,10-Jun-10
ANDHRABANK,Andhra Bank,EQ,Annual General Meeting And Dividend Rs.5/- Per Share,10,03-Jun-10,-,05-Jun-10,15-Jun-10
DHANI,Dhani Services Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2,03-Jun-10,-,07-Jun-10,14-Jun-10
INDIABULLS,Indiabulls Financial Services Limited,EQ,Annual General Meeting And Dividend-Rs.5/- Per Share,2,03-Jun-10,-,07-Jun-10,14-Jun-10
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,Dividend-Rs.2.50 Per Share,1,03-Jun-10,-,05-Jun-10,11-Jun-10
SHRIRAMFIN,Shriram Finance Limited,EQ,Agm/Div-Rs.4/- Per Share,2,03-Jun-10,-,05-Jun-10,15-Jun-10
SILINV,SIL Investments Limited,EQ,Dividend-Re.1/- Per Share,10,03-Jun-10,-,05-Jun-10,11-Jun-10
SOBHA,Sobha Limited,EQ,Dividend-Rs.2.50 Pr Share,10,03-Jun-10,-,05-Jun-10,05-Jun-10
LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,Dividend-Rs.6.50 Per Share,10,04-Jun-10,-,08-Jun-10,14-Jun-10
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,Dividend-Rs.6/- Per Share,5,04-Jun-10,-,08-Jun-10,10-Jun-10
LGBFORGE,LGB Forge Limited,EQ,Annual General Meeting,1,04-Jun-10,-,08-Jun-10,14-Jun-10
TULSYAN,Tulsyan Nec Limited,EQ,Dividend-Rs.2/- Per Share,10,07-Jun-10,-,09-Jun-10,16-Jun-10
INDIANB,Indian Bank,EQ,Dividend-Rs.4/- Per Share,10,07-Jun-10,-,09-Jun-10,10-Jun-10
REIAGROLTD,Rei Agro Limited,EQ,Rights 2:1 @ Premium Rs.18.50,1,07-Jun-10,08-Jun-10,-,-
SURANACORP,Surana Corporation Limited,EQ,Dividend-Rs.1.50 Per Share,10,07-Jun-10,-,09-Jun-10,12-Jun-10
RALLIS,Rallis India Limited,EQ,Bonus 1: 2,1,08-Jun-10,09-Jun-10,-,-
BIRLACORPN,Birla Corporation Limited,EQ,Annual General Meeting / Dividend Rs 3.50 Per Share,10,08-Jun-10,-,10-Jun-10,23-Jun-10
SAKHTISUG,Sakthi Sugars Limited,EQ,Annual General Meeting,10,08-Jun-10,-,10-Jun-10,16-Jun-10
SONATSOFTW,Sonata Software Limited,EQ,Dividend-Re.0.80 Pr Share,1,08-Jun-10,-,10-Jun-10,15-Jun-10
SUZLON,Suzlon Energy Limited,EQ,Rights 2:15 @ Premium Rs.61/-,2,09-Jun-10,10-Jun-10,-,-
ITC,ITC Limited,EQ,Final Dividend Rs.4.50 Per Share And Special Centenary Dividend Rs.5.50 Per Share,1,09-Jun-10,-,11-Jun-10,18-Jun-10
SBIN,State Bank of India,EQ,Final Dividend-Rs.20/- Per Share (Purpose Revised),1,09-Jun-10,-,11-Jun-10,16-Jun-10
FMGOETZE,Federal-Mogul Goetze (India) Limited.,EQ,Annual General Meeting,10,09-Jun-10,-,11-Jun-10,25-Jun-10
ICICIBANK,ICICI Bank Limited,EQ,Annual General Meeting And Dividend Rs.12/- Per Share,2,10-Jun-10,-,12-Jun-10,28-Jun-10
MURUDCERA,Murudeshwar Ceramics Limited,EQ,Annual General Meeting,10,10-Jun-10,-,14-Jun-10,19-Jun-10
PETRONET,Petronet LNG Limited,EQ,Annual General Meeting And Dividend Rs.1.75 Per Share,10,10-Jun-10,-,14-Jun-10,24-Jun-10
SUNDRMFAST,Sundram Fasteners Limited,EQ,Interim Dividend Re.0.50 Per Share,1,10-Jun-10,11-Jun-10,-,-
HDFCBANK,HDFC Bank Limited,EQ,Agm/Div-Rs.12/- Per Share,1,10-Jun-10,-,12-Jun-10,30-Jun-10
TATAINVEST,Tata Investment Corporation Limited,EQ,Annual General Meeting,10,10-Jun-10,-,12-Jun-10,23-Jun-10
CYIENT,Cyient Limited,EQ,Bonus 1:1,5,10-Jun-10,12-Jun-10,-,-
MIRCELECTR,MIRC Electronics Limited,EQ,Dividend-Re.0.95 Per Share,1,10-Jun-10,-,14-Jun-10,28-Jun-10
KEC,KEC International Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share,2,10-Jun-10,-,14-Jun-10,22-Jun-10
PRSMJOHNSN,Prism Johnson Limited,EQ,Annual General Meeting,10,11-Jun-10,-,15-Jun-10,22-Jun-10
NAVINFLUOR,Navin Fluorine International Limited,EQ,Dividend-Rs.7.50 Pr Share,2,11-Jun-10,-,15-Jun-10,21-Jun-10
PIRGLASS,Piramal Glass Limited,EQ,Dividend-Re.1/- Per Share,10,11-Jun-10,-,15-Jun-10,24-Jun-10
PATNI,Patni Computer Systems Limited,EQ,Final Dividend-Rs.3/- Per Share,2,14-Jun-10,-,16-Jun-10,23-Jun-10
RCF,Rashtriya Chemicals and Fertilizers Limited,EQ,Annual General Meeting And Final Dividend Rs.1.10 Per Share,10,14-Jun-10,-,16-Jun-10,28-Jun-10
KESORAMIND,Kesoram Industries Limited,EQ,Dividend-Rs.3.25 Pr Share,10,14-Jun-10,-,16-Jun-10,01-Jul-10
CANBK,Canara Bank,EQ,Annual General Meeting/Dividend Rs.10/- Per Share/Election Of Directors,2,14-Jun-10,-,16-Jun-10,25-Jun-10
JSWSTEEL,JSW Steel Limited,EQ,Agm/Dividend Rs 9.50 Per Share,1,14-Jun-10,-,16-Jun-10,18-Jun-10
ORIENTBANK,Oriental Bank of Commerce,EQ,Annual General Meeting And Dividend Rs.9.10 Per Share,10,14-Jun-10,-,16-Jun-10,23-Jun-10
TCS,Tata Consultancy Services Limited,EQ,Final Dividend Rs.4/- Per Share And Special Dividend Rs.10/- Per Share,1,15-Jun-10,-,17-Jun-10,28-Jun-10
NUCLEUS,Nucleus Software Exports Limited,EQ,Dividend-Rs.2.50 Per Share,10,15-Jun-10,-,17-Jun-10,24-Jun-10
GRUH,Gruh Finance Limited,EQ,Agm/Div-Rs.6.50 Per Share,2,15-Jun-10,-,17-Jun-10,29-Jun-10
WIPRO,Wipro Limited,EQ,Bonus 2:3 And Final Dividend Rs.6/- Per Share,2,15-Jun-10,16-Jun-10,-,-
INGVYSYABK,ING Vysya Bank Limited,EQ,Annual General Meeting And Dividend Rs.2.50 Per Share,10,15-Jun-10,-,17-Jun-10,01-Jul-10
KWALITY,kwality limited,EQ,Bonus 5:7,1,15-Jun-10,16-Jun-10,-,-
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ,Annual General Meeting And Dividend Re.1/- Per Share (Purpose Revised),5,15-Jun-10,-,17-Jun-10,30-Jun-10
VINDHYATEL,Vindhya Telelinks Limited,EQ,Annual General Meeting,10,16-Jun-10,-,18-Jun-10,25-Jun-10
CENTENKA,Century Enka Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share,10,16-Jun-10,-,18-Jun-10,28-Jun-10
THANGAMAYL,Thangamayil Jewellery Limited,EQ,Final Dividend-Re.1/- Per Share,10,16-Jun-10,-,18-Jun-10,24-Jun-10
BIRLACABLE,Birla Cable Limited,EQ,Annual General Meeting,10,16-Jun-10,-,18-Jun-10,25-Jun-10
SYNDIBANK,Syndicate Bank,EQ,Annual General Meeting And Dividend Rs.3/- Per Share,10,16-Jun-10,-,18-Jun-10,25-Jun-10
BINANICEM,Binani Cement Limited,EQ,Agm/Div-Rs.3.50 Per Share,10,16-Jun-10,-,18-Jun-10,25-Jun-10
SAMBHAAV,Sambhaav Media Limited,EQ,Annual General Meeting,1,16-Jun-10,-,18-Jun-10,21-Jun-10
CCCL,Consolidated Construction Consortium Limited,EQ,Annual General Meeting And Dividend Re.0.50 Per Share,2,16-Jun-10,-,18-Jun-10,24-Jun-10
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,Agm/Div-Rs.6/- Per Share,5,16-Jun-10,-,18-Jun-10,25-Jun-10
BIRLAMONEY,Aditya Birla Money Limited,EQ,Annual General Meeting,1,16-Jun-10,-,18-Jun-10,28-Jun-10
SADBHAV,Sadbhav Engineering Limited,EQ,Rights Eq 1:20 @ Premium Rs.715 Per Share And 3 Warrants : 1 Eq,1,16-Jun-10,17-Jun-10,-,-
THEMISMED,Themis Medicare Limited,EQ,Annual General Meeting And Dividend Rs.3/- Per Share,1,16-Jun-10,-,18-Jun-10,25-Jun-10
BILVYAPAR,BIL VYAPAR LIMITED,EQ,Agm/Div-Rs.3/- Per Share,10,16-Jun-10,-,18-Jun-10,25-Jun-10
ANDHRAPAP,ANDHRA PAPER LIMITED,EQ,Annual General Meeting And Dividend Re.1/- Per Share,2,17-Jun-10,-,21-Jun-10,25-Jun-10
MICROTECH,Micro Technologies (India) Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,10,17-Jun-10,-,21-Jun-10,28-Jun-10
ASSAMCO,Assam Company India Limited,EQ,Annual General Meeting And Dividend Re.0.20 Per Share,1,17-Jun-10,-,19-Jun-10,25-Jun-10
IDFC,IDFC Limited,EQ,Dividend-Rs.1.50 Per Share,10,17-Jun-10,-,21-Jun-10,28-Jun-10
TORNTPOWER,Torrent Power Limited,EQ,Dividend-Rs.3/- Per Share,10,17-Jun-10,-,21-Jun-10,23-Jun-10
BBL,Bharat Bijlee Limited,EQ,Annual General Meeting And Dividend Rs.25/- Per Share,5,17-Jun-10,-,21-Jun-10,25-Jun-10
INDUSINDBK,IndusInd Bank Limited,EQ,Annual General Meeting And Dividend Rs.1.80 Per Share,10,17-Jun-10,-,19-Jun-10,28-Jun-10
TTKPRESTIG,TTK Prestige Limited,EQ,Annual General Meeting And Dividend Rs.10/- Per Share,1,18-Jun-10,-,22-Jun-10,29-Jun-10
CMC,CMC Limited,EQ,Agm/Div-Rs.20/- Per Share,10,18-Jun-10,-,22-Jun-10,29-Jun-10
GRINDWELL,Grindwell Norton Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share,5,18-Jun-10,-,22-Jun-10,25-Jun-10
PAGEIND,Page Industries Limited,EQ,1st Interim Dividend Rs.10/- Per Share (Purpose Revised),10,18-Jun-10,21-Jun-10,-,-
GLOBOFFS,Global Offshore Services Limited,EQ,Annual General Meeting And Final Dividend Re.0.70 Per Share,10,18-Jun-10,-,22-Jun-10,28-Jun-10
STERLINBIO,Sterling Biotech Limited,EQ,Dividend-Re.0.50 Per Share,1,21-Jun-10,-,23-Jun-10,30-Jun-10
MEGASOFT,Megasoft Limited,EQ,Annual General Meeting,10,21-Jun-10,-,23-Jun-10,29-Jun-10
UNIVCABLES,Universal Cables Limited,EQ,Annual General Meeting And Dividend Rs.2.50 Per Share,10,21-Jun-10,-,23-Jun-10,29-Jun-10
PRATIBHA,Pratibha Industries Limited,EQ,Annual General Meeting And Dividend Rs.3/- Per Share,2,21-Jun-10,-,23-Jun-10,30-Jun-10
KOKUYOCMLN,Kokuyo Camlin Limited,EQ,Dividend-Re.0.50 Pr Share,1,21-Jun-10,-,23-Jun-10,29-Jun-10
ASHIMASYN,Ashima Limited,EQ,Annual General Meeting,10,21-Jun-10,-,23-Jun-10,29-Jun-10
CORPBANK,Corporation Bank,EQ,Annual General Meeting / Dividend Rs.16.5 Per Share,2,21-Jun-10,-,23-Jun-10,10-Jul-10
PANORAMUNI,Panoramic Universal Limited,EQ,Bonus 5:1,5,21-Jun-10,22-Jun-10,-,-
RSSOFTWARE,R. S. Software (India) Limited,EQ,Bonus 28:100,5,21-Jun-10,22-Jun-10,-,-
STER,Sterlite Industries ( India ) Limited,EQ,Bonus 1:1 And Face Value Split From Rs.2/- To Re.1/-,1,21-Jun-10,22-Jun-10,-,-
ULTRACEMCO,UltraTech Cement Limited,EQ,Final Dividend-Rs.6/- Per Share,10,21-Jun-10,-,23-Jun-10,30-Jun-10
MVL,MVL Limited,EQ,Annual General Meeting And Dividend Re.0.10 Per Share,1,22-Jun-10,-,24-Jun-10,29-Jun-10
TV18BRDCST,TV18 Broadcast Limited,EQ,Annual General Meeting,2,22-Jun-10,-,24-Jun-10,26-Jun-10
DPSCLTD,DPSC Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,1,23-Jun-10,-,25-Jun-10,26-Jun-10
GENESYS,Genesys International Corporation Limited,EQ,Face Value Split From Rs.10/- To Rs.5/-,5,23-Jun-10,24-Jun-10,-,-
KANSAINER,Kansai Nerolac Paints Limited,EQ,Bonus 1:1,1,23-Jun-10,24-Jun-10,-,-
UNITEDBNK,United Bank of India,EQ,Annual General Meeting And Final Dividend Rs.2/- Per Share,10,23-Jun-10,-,25-Jun-10,09-Jul-10
UCOBANK,UCO Bank,EQ,Annual General Meeting And Dividend Rs.1.50 Per  Share,10,23-Jun-10,-,25-Jun-10,12-Jul-10
HINDCOPPER,Hindustan Copper Limited,EQ,Annual General Meeting,5,23-Jun-10,-,25-Jun-10,30-Jun-10
RANASUG,Rana Sugars Limited,EQ,Annual General Meeting,10,24-Jun-10,-,26-Jun-10,30-Jun-10
YESBANK,Yes Bank Limited,EQ,Annual General Meeting And Dividend Rs.1.50 Per Share,2,24-Jun-10,-,28-Jun-10,02-Jul-10
UNIONBANK,Union Bank of India,EQ,Annual General Meeting And Dividend Rs.5.50 Per Share,10,24-Jun-10,-,26-Jun-10,02-Jul-10
PLETHICO,Plethico Pharmaceuticals Limited,EQ,Dividend-Rs.2.50 Per Share,10,24-Jun-10,-,28-Jun-10,30-Jun-10
JSWHL,JSW Holdings Limited,EQ,Annual General Meeting,10,24-Jun-10,-,26-Jun-10,03-Jul-10
VISAKAIND,Visaka Industries Limited,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,2,24-Jun-10,-,26-Jun-10,29-Jun-10
BANKBARODA,Bank of Baroda,EQ,Annual General Meeting And Dividend Rs.15/- Per Share,2,24-Jun-10,-,26-Jun-10,05-Jul-10
WELSPUNLIV,Welspun Living Limited,EQ,Annual General Meeting And Dividend Re.1/- Per Share,1,24-Jun-10,-,28-Jun-10,30-Jun-10
PURVA,Puravankara Limited,EQ,Final Dividend-Re.1/- Per Share,5,24-Jun-10,-,26-Jun-10,28-Jun-10
BFUTILITIE,BF Utilities Limited,EQ,Annual General Meeting,5,28-Jun-10,-,30-Jun-10,30-Jun-10
AJANTPHARM,Ajanta Pharma Limited,EQ,Dividend-Rs.3.50 Per Share,2,29-Jun-10,-,01-Jul-10,09-Jul-10
TATASTLLP,Tata Steel Long Products Limited,EQ,Agm/Div-Rs.8/- Per Share,10,29-Jun-10,-,01-Jul-10,08-Jul-10
XPROINDIA,Xpro India Limited,EQ,Dividend-Re.1.75 Pr Share,10,29-Jun-10,-,01-Jul-10,09-Jul-10
HDFC,Housing Development Finance Corporation Limited,EQ,Dividend Rs 36 Per Share,2,29-Jun-10,-,01-Jul-10,14-Jul-10
INOXLEISUR,INOX Leisure Limited,EQ,Annual General Meeting,10,29-Jun-10,-,02-Jul-10,09-Jul-10
NIITLTD,NIIT Limited,EQ,Dividend-Re.1.40 Per Share,2,29-Jun-10,-,02-Jul-10,09-Jul-10
EDELWEISS,Edelweiss Financial Services Limited,EQ,Final Dividend Rs.3/- Per Share And Special Dividend Rs.5/- Per Share,1,29-Jun-10,-,01-Jul-10,05-Jul-10
ELECON,Elecon Engineering Company Limited,EQ,Annual General Meeting And Final Dividend Rs.1.50 Per Share,1,29-Jun-10,-,01-Jul-10,07-Jul-10
VHL,Vardhman Holdings Limited,EQ,Dividend-Rs.2/- Per Share,10,29-Jun-10,-,01-Jul-10,19-Jul-10
MPSLTD,MPS Limited,EQ,Annual General Meeting And Final Dividend Re.1/- Per Share,10,29-Jun-10,-,01-Jul-10,08-Jul-10
JSWENERGY,JSW Energy Limited,EQ,Annual General Meeting And Dividend Re.0.75 Per Share,10,29-Jun-10,-,01-Jul-10,06-Jul-10
RAINBOWPAP,Rainbow Papers Limited,EQ,Dividend-Rs.2/- Per Share,2,29-Jun-10,-,02-Jul-10,08-Jul-10
LICHSGFIN,LIC Housing Finance Limited,EQ,Dividend-Rs.15/- Pr Share,2,29-Jun-10,-,01-Jul-10,15-Jul-10
MAHSCOOTER,Maharashtra Scooters Limited,EQ,Annual General Meeting / Dividend Rs 5.5 Per Share,10,29-Jun-10,-,01-Jul-10,20-Jul-10
VARDHACRLC,Vardhman Acrylics Limited,EQ,Annual General Meeting,10,29-Jun-10,-,01-Jul-10,19-Jul-10
EIMCOELECO,Eimco Elecon (India) Limited,EQ,Dividend-Rs.4/- Per Share,10,29-Jun-10,-,01-Jul-10,07-Jul-10
PEL,Piramal Enterprises Limited,EQ,Dividend-Rs.5.40 Per Share,2,29-Jun-10,-,01-Jul-10,09-Jul-10
COFORGE,Coforge Limited,EQ,Dividend-Rs.7/- Per Share,2,29-Jun-10,-,02-Jul-10,09-Jul-10
AKSHOPTFBR,Aksh Optifibre Limited,EQ,Annual General Meeting,5,29-Jun-10,-,02-Jul-10,03-Jul-10
ORBITCORP,Orbit Corporation Limited,EQ,Bonus 1:1,10,29-Jun-10,30-Jun-10,-,-
KOTAKBANK,Kotak Mahindra Bank Limited,EQ,Annual General Meeting And Dividend Re.0.85 Per Share,5,30-Jun-10,-,05-Jul-10,07-Jul-10
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Face Value Split From Rs.10/- To Re.1/-,1,30-Jun-10,02-Jul-10,-,-
SMARTLINK,Smartlink Holdings Limited,EQ,Dividend-Rs.2.50 Per Share,2,30-Jun-10,-,05-Jul-10,12-Jul-10
AEGISLOG,Aegis Logistics Limited,EQ,Annual General Meeting And Final Dividend Rs.3/- Per Share,1,30-Jun-10,-,03-Jul-10,17-Jul-10
SASKEN,Sasken Technologies Limited,EQ,Annual General Meeting And Dividend Rs.4/- Per Share,10,30-Jun-10,-,03-Jul-10,09-Jul-10
MAHABANK,Bank of Maharashtra,EQ,Dividend-Rs.2/- Per Share,10,30-Jun-10,-,03-Jul-10,09-Jul-10
M&MFIN,Mahindra & Mahindra Financial Services Limited,EQ,Agm/Div-Rs.7.50 Per Share,2,30-Jun-10,-,03-Jul-10,23-Jul-10
SRF,SRF Limited,EQ,Annual General Meeting,10,30-Jun-10,-,05-Jul-10,16-Jul-10
SUNDARMFIN,Sundaram Finance Limited,EQ,Annual General Meeting And Final Dividend Rs.4/- Per Share,10,30-Jun-10,-,03-Jul-10,15-Jul-10
ASIANPAINT,Asian Paints Limited,EQ,Annual General Meeting And Dividend Rs.18.50 Per Share,1,30-Jun-10,-,03-Jul-10,16-Jul-10
MONSANTO,Monsanto India Limited,EQ,Final Dividend-Rs.7.50 Per Share,10,02-Jul-10,-,06-Jul-10,08-Jul-10
VIJAYABANK,Vijaya Bank,EQ,Annual General Meeting And Dividend Rs.2.50 Per Share,10,02-Jul-10,-,06-Jul-10,09-Jul-10
VIPIND,VIP Industries Limited,EQ,Annual General Meeting And Final Dividend Rs.3/- Per Share,2,02-Jul-10,-,06-Jul-10,15-Jul-10
VEDL,Vedanta Limited,EQ,Dividend-Rs.3.25 Pr Share,1,02-Jul-10,-,06-Jul-10,08-Jul-10
VTL,Vardhman Textiles Limited,EQ,Dividend-Rs.3/- Per Share,2,02-Jul-10,-,06-Jul-10,17-Jul-10
IVC,IL&FS Investment Managers Limited,EQ,Dividend-Rs.1.50 Per Share,2,02-Jul-10,-,06-Jul-10,16-Jul-10
ELECTCAST,Electrosteel Castings Limited,EQ,Dividend-Re.1.25 Per Share,1,02-Jul-10,-,06-Jul-10,12-Jul-10
EXIDEIND,Exide Industries Limited,EQ,Final Dividend-Re.0.40 Per Share,1,02-Jul-10,-,06-Jul-10,14-Jul-10
DIVISLAB,Divi's Laboratories Limited,EQ,Annual General Meeting And Dividend Rs.6/- Per Share,2,02-Jul-10,-,06-Jul-10,10-Jul-10
TATACHEM,Tata Chemicals Limited,EQ,Dividend-Rs.9/- Per Share,10,02-Jul-10,-,06-Jul-10,26-Jul-10
